frequency,fan_speed,context-switch,cpu-migration,page_fault,cycles,pc1,pc2,instructions,branches,branch-misses,cacher,io,lid,cache-misses,Second,core_2,core_3,core_4,core_1
2926000,2986,84,0,0,2928003777,1470224629,337287264,4311697525,168143607,9553453,384976,2,1979913490,41079,3,84,82,74,83
2926000,2986,85,0,0,2927108870,1441994273,318752603,4334273429,175245993,9249996,524232,0,1980077282,50487,4,84,82,74,83
2926000,2986,83,0,0,2927915562,1447111956,328074626,4340765888,174843509,8633355,400763,2,1985296593,39695,5,84,83,75,85
2926000,2986,84,0,0,2927208559,1423058953,317512929,4363827893,177979145,8487218,403111,0,1984886946,48398,6,84,83,75,85
2926000,2986,84,0,0,2927784571,1432372141,311063078,4372656058,178001254,9424574,393737,2,1977577141,48414,7,85,83,77,84
2926000,2986,85,0,0,2927087629,1422890104,316733768,4358135634,176568303,9250010,415090,0,1979287303,45783,8,85,83,77,84
2926000,2986,83,0,0,2927684391,1453116566,279867967,4384402594,189081385,9711599,449428,2,1987957505,59821,9,86,84,77,86
2926000,2986,93,1,1296,2926802989,1422703109,292707991,4308397780,209668163,9725704,955314,0,1968888520,156331,10,86,84,77,86
2926000,3040,127,0,1665,2927263111,1442353850,334411259,4087643844,277265076,12317044,3077346,1,1860500667,524514,1,91,86,90,88
2926000,3040,127,0,304,2926343850,1405923909,281234600,4166980117,290638397,11610416,2907171,0,1857378356,598167,2,91,86,90,88
2926000,3068,128,0,118,2927137079,1431488340,326538427,4097017720,280668683,12571071,3641702,2,1860093924,527786,3,93,87,93,89
2926000,3068,126,0,183,2926302475,1457013277,345997648,4073488530,284125891,11821718,3471604,0,1873740654,725999,4,93,87,93,89
2926000,3068,126,0,294,2927060295,1438103120,336263800,4042801491,269985281,12213518,4000282,2,1848674858,729494,5,95,89,95,91
2926000,3068,127,0,913,2926031880,1442503822,346480649,4102198046,263197705,10813019,2273637,0,1875542619,879534,6,95,89,95,91
2926000,3068,126,0,760,2927034540,1460299305,349177880,4057282960,261751540,11547558,4173946,2,1834574095,902022,7,96,90,96,92
2926000,3068,126,0,364,2926285928,1469241014,344004654,4062226162,263592536,11235027,4028007,0,1847385880,857507,8,96,90,96,92
2926000,3068,127,0,276,2927042692,1482086003,348192901,3988198370,245861955,10832847,3650627,1,1856152148,812070,9,97,90,97,92
2926000,3068,127,0,0,2926113836,1501697452,360853114,3908387488,238073848,11164078,3711463,0,1816097475,735986,10,97,90,97,92
1596000,3054,127,1,352,1597303319,832199272,162835696,2141269053,136805303,6786379,2475854,14,955947895,645955,1,86,81,87,81
1596000,3054,126,0,0,1594491969,781155302,180852355,2226990137,140900837,6583729,2565327,0,997249082,496374,2,86,81,87,81
1596000,3068,125,0,0,1595051890,799067791,182723391,2155462992,132232401,6608610,2441032,1,1009235008,482628,3,82,77,82,78
1596000,3068,126,0,0,1594393892,801092882,199561605,2198839753,132773602,6484033,2494438,0,1001908863,554816,4,82,77,82,78
1596000,3054,126,0,0,1595281068,796292864,187634814,2240169737,131417691,6070937,2201288,2,1009892906,594730,5,79,75,79,76
1596000,3054,125,0,0,1595017513,788876369,195633718,2239019560,127127738,5785099,2218285,0,1016360613,612942,6,79,75,79,76
1596000,3054,125,0,0,1594840641,804901637,176990485,2161712868,134291866,6433173,2708397,2,973803636,490794,7,78,74,77,75
1596000,3054,127,0,0,1596206153,812854787,191880646,2219864443,136187491,6304653,2422261,1,1013931675,556885,8,77,73,77,74
1596000,3068,127,0,40,1593983060,791727564,172312249,2238811926,140906723,5967349,2024898,1,1012043210,564212,9,77,73,77,74
1596000,3068,126,0,0,1593532233,817707835,180416290,2174647406,133595482,6278516,2484539,0,977483225,584780,10,76,73,76,73
2394000,3068,127,0,146,2395449659,1213400557,279743099,3322197349,202469075,9580026,2688715,0,1494437434,729494,1,81,78,80,78
2394000,3068,128,0,173,2393915119,1202497725,285950861,3340039587,194178166,9387234,3172428,1,1518473550,847182,2,81,78,80,78
2394000,3054,126,0,671,2394273402,1194909407,278680060,3367288443,210811211,9054696,3762612,0,1514626280,801183,3,83,79,84,80
2394000,3054,126,0,225,2393538545,1201039287,296864002,3317228264,207789752,8785963,2782952,0,1512031677,892226,4,83,79,84,80
2394000,3054,126,0,0,2394182734,1222560865,302309094,3241895527,189282671,9558627,3186890,0,1481058179,850627,5,84,79,85,81
2394000,3054,126,0,0,2393542827,1186572261,266640300,3364511574,213079541,9755177,2725427,1,1510093599,738408,6,84,79,85,81
2394000,3054,126,0,378,2394284952,1194460874,276989256,3411855344,217150689,8871922,2442385,0,1514175962,912717,7,86,80,85,81
2394000,3054,127,0,33,2393587861,1172256825,264438072,3352525960,222266536,10006994,3239791,0,1528718845,561318,8,86,80,85,81
2394000,3054,126,0,738,2394353339,1212092955,295450256,3292710781,214755810,9227463,3564234,1,1533513021,776352,9,85,80,85,81
2394000,3054,127,0,321,2393522783,1209175133,300696927,3323322993,200523728,8899225,2671786,0,1487906873,1213080,10,85,80,85,81
2128000,3054,128,0,0,2130152221,1047428780,218263817,2994858469,197684916,8098557,2587978,0,1354906851,699085,1,83,78,83,79
2128000,3054,126,0,1,2126872379,1069471955,251715335,2960786354,184124806,8628097,4452062,1,1336719309,850865,2,83,78,83,79
2128000,3054,127,0,332,2127396348,1061875043,260267772,2962915870,189453928,7831469,2090492,0,1351048971,1028229,3,82,78,82,79
2128000,3054,127,0,326,2126907956,1068076111,260010797,2931960934,186343036,7483307,2494526,0,1349857706,1142791,4,82,78,82,79
2128000,3054,127,0,0,2128134057,1063627758,253670825,2982353771,188364355,8793244,3169540,1,1346728951,875799,5,82,78,81,79
2128000,3054,125,0,140,2127209539,1055546593,215921520,3007425153,193624744,8364306,3457070,0,1367213319,756301,6,82,78,81,79
2128000,3054,126,0,294,2128054624,1060408847,249751560,3014546958,188619207,8105403,2654892,0,1349777085,1002673,7,82,78,81,79
2128000,3054,128,0,25,2126959154,1045342723,268971944,2947904255,183393092,8884258,4015860,0,1361232693,690983,8,82,78,81,79
2128000,3054,127,0,82,2127824523,1060217487,235931791,2988989064,196018819,8506413,2967266,1,1346342432,750626,9,82,77,80,78
2128000,3054,126,0,488,2126768984,1055815086,294781136,2902997242,182691484,8908743,2783843,0,1326543561,941396,10,82,77,80,78
3060000,3068,126,0,1,3193920556,1608752906,418236908,4409600499,263063137,12168867,3174293,0,1990028132,1079081,1,97,90,96,92
3060000,3068,127,0,1,3174523621,1594325686,387410145,4362444084,266713352,12184931,4851953,1144,2002992729,965160,2,100,91,98,92
3060000,3054,127,0,7,3082133880,1611430995,406270111,4134679536,249292047,11709298,3399285,5214,1842077119,1251710,3,100,91,98,94
3060000,3054,126,0,0,3012059408,1498787543,334806748,4213315948,258464315,12260783,3886930,6647,1895775575,684533,4,100,92,99,94
3060000,3068,127,0,323,2933317136,1503560557,408452485,3966733321,232037502,11691370,4072422,6193,1782278799,1142907,5,100,92,99,92
3060000,3068,127,0,668,2885841947,1467626822,346912369,3893927540,244495005,11171821,3645898,6199,1764726476,800395,6,99,91,98,92
3060000,3054,144,1,153,2900518350,1541596909,344302299,3738638078,238133949,10911035,4228021,5769,1739167281,898738,7,99,91,98,94
3060000,3054,126,0,0,2882004045,1489733939,350839347,3791464663,238965718,11335555,3909039,6201,1780441790,1056973,8,99,92,100,94
3060000,3054,126,0,444,2886648744,1471010287,371110407,3849870666,251073846,11537169,3049236,6376,1823348167,994178,9,99,92,100,93
3060000,3054,128,0,101,2845065315,1481683117,328997932,3788376694,247985166,10989626,4277572,5977,1715153499,860516,10,97,90,100,92
2660000,3054,127,0,0,2659225418,1352359279,348865448,3648185644,222181463,10390181,3115657,371,1653756457,1140153,1,97,90,100,92
2660000,3054,126,0,0,2659698718,1330939138,327724616,3638053827,237612905,10457465,4520346,12,1680991377,749418,2,96,90,97,91
2660000,3054,127,0,127,2660835014,1322676697,323665768,3681820987,237575413,10495524,2895778,0,1637313182,1292588,3,96,90,97,91
2660000,3054,127,0,0,2660321561,1331283629,297902560,3669908596,247243514,10219875,3629597,2,1691324985,767109,4,96,89,95,91
2660000,3054,126,0,2,2660663828,1339792745,321592636,3677178510,231129723,10247199,2613045,0,1647675638,1135538,5,96,89,95,91
2660000,3054,127,0,0,2659836956,1295163090,259503142,3739813372,270447160,10715226,2712034,2,1666987683,594263,6,96,89,95,91
2660000,3068,128,0,0,2660742573,1325141708,314987176,3661081723,243681027,10727088,3540792,1,1649847255,817251,7,95,89,95,90
2660000,3068,127,0,6,2659978800,1332955680,308918392,3632330915,238884769,10045511,3602062,0,1665266889,898816,8,95,89,95,90
2660000,3054,127,0,60,2660675755,1357979134,331309622,3583406460,227529666,10929944,3367050,2,1637023314,1092963,9,95,89,95,91
2660000,3054,126,0,83,2659540610,1356065952,285553374,3587083154,244873687,10755340,3647813,0,1583842521,746417,10,95,89,95,91
1862000,3054,126,0,399,1864354524,919690770,210253007,2597143778,171394469,7663676,1991847,19,1153976011,699839,1,88,82,88,83
1862000,3054,127,0,50,1860844973,944031019,230006638,2510487229,162795970,7391714,3067966,0,1130675784,788002,2,88,82,88,83
1862000,3054,128,0,510,1861747755,915659245,207918600,2591228391,168850216,7537173,1983939,2,1173780463,689881,3,85,80,85,81
1862000,3054,126,0,1364,1860545975,1018074489,214830577,2380895370,141376333,6113907,2402756,0,1089610214,1264681,4,85,80,85,81
1862000,3054,127,1,982,1861558936,978284153,180801208,2592980000,182404207,5207322,1388738,2,1166655221,889051,5,83,78,82,79
1862000,3054,127,0,1039,1860589254,972310732,211205938,2449896738,163034664,6920194,1746118,0,1122590953,480931,6,83,78,82,79
1862000,3068,127,0,2371,1861982209,962662757,218126246,2509527569,170875854,6465556,3601306,2,1166830825,1224610,7,82,78,81,78
1862000,3068,127,0,0,1860923916,938206571,217457654,2562439775,156401034,6941348,5252821,1,1151736472,1228010,8,82,78,81,78
1862000,3068,127,0,232,1861720344,934095540,217387442,2564667398,168710830,7066403,1651464,2,1176723934,762290,9,81,77,80,77
1862000,3068,128,0,260,1861152635,955346249,247735380,2477605217,139030431,7655704,2438619,0,1100884011,1193092,10,81,77,80,77
1862000,2947,126,0,1115,1862112008,934326039,203624531,2534859852,160671078,7569703,3307933,2,1165691815,1084690,1,80,76,79,77
1862000,2947,126,0,70,1860781861,953387124,187902733,2537171744,169431457,6333930,2188599,0,1128384980,488351,2,80,76,79,77
1862000,2743,126,0,0,1861458089,969674443,191218544,2528674733,177815274,5506967,2060664,2,1146216342,635733,3,80,77,80,76
1862000,2743,128,0,70,1860874208,970880016,225718757,2467929516,166586203,7121203,1695261,2,1135277913,1041949,4,80,77,80,76
1862000,2732,127,0,0,1861708363,946522810,244503367,2505216173,147176008,7054677,2354033,2,1129690097,1163385,5,80,76,78,76
1862000,2732,126,0,237,1860879492,941686878,237486046,2565336421,162359120,5979617,2361920,0,1200476835,1074185,6,80,76,78,76
1862000,2732,126,0,960,1861804504,939568626,194387607,2674768763,178612059,6236024,1406767,2,1226306937,754080,7,79,75,78,76
1862000,2732,128,0,441,1860639797,927151808,159100491,2749266612,203140669,4999230,1343225,2,1287639962,613071,8,79,75,78,76
1862000,2743,127,0,0,1860846711,951084921,247271375,2463122464,138826852,6545550,2481630,0,1119691159,1223606,9,79,75,78,76
1862000,2743,127,0,1006,1860448752,953573794,234641834,2526165297,161562706,7323207,2158303,2,1155826885,1223125,10,79,75,78,76
2660000,2743,128,0,2742,2662389121,1366694496,327989339,3595086769,229776832,9568866,4189826,17,1642436359,1849311,1,79,75,78,76
2660000,2743,128,0,1137,2659754385,1408312456,359813053,3458166433,231637448,9278980,6480639,2,1629050942,1688709,2,87,82,87,83
2660000,2743,126,0,0,2660460598,1390794617,386575116,3560966688,215656027,9333052,6973539,0,1605035126,2233270,3,87,82,87,83
2660000,2743,126,0,0,2659830972,1335713514,329847737,3669226535,243601205,9728538,4851460,2,1665013505,1142399,4,89,83,89,85
2660000,2732,125,0,0,2660861453,1390841734,358470163,3552445373,229153471,9982654,4770742,0,1639195176,1523745,5,89,84,89,86
2660000,2732,126,0,0,2659846195,1347062683,339654817,3611887545,236051033,10754538,5682880,0,1631637323,1542077,6,89,84,89,86
2660000,2732,127,0,1287,2661121752,1330329708,307276754,3708066724,249333082,10343758,2376228,1,1629272499,1458499,7,90,85,90,86
2660000,2732,126,0,7,2659693895,1426292760,387283341,3435253249,213905942,9060736,3008009,0,1574700587,1184171,8,90,85,90,86
2660000,2732,126,0,0,2660981182,1390185654,237464690,3682092215,266676892,7512558,2722756,0,1667283847,479504,9,91,86,91,87
2660000,2732,126,0,13,2660128186,1370015841,293239584,3648127938,252167172,8721264,3051656,0,1671293238,1038259,10,91,86,91,87
3060000,2743,127,0,408,3129375123,1608932857,496388193,4144370923,253258007,11552495,2925100,3442,1891205478,2084458,1,99,92,99,94
3060000,2743,126,0,14,3013826116,1525092460,397301024,4065045898,249998990,11404063,4349964,6477,1872684587,1009927,2,99,92,99,94
3060000,2743,128,0,0,2956247078,1506729518,345886194,4065718606,253583324,11319502,4122699,6457,1862760205,761840,3,99,92,99,94
3060000,2743,127,0,0,2837230929,1488586361,423973747,3815529821,212018862,10311232,2757260,6433,1745150722,1418316,4,99,92,99,94
3060000,2732,126,0,0,2833468539,1424791553,368125826,3924608912,253509815,10631824,4699292,6588,1802796029,1024940,5,100,91,99,94
3060000,2732,125,0,0,2850793350,1441790772,343261825,3948095762,246876226,10794880,2737619,6375,1792923208,1223219,6,100,91,99,94
3060000,2732,126,0,0,2804781512,1486710781,420642756,3717301383,205472582,10368394,3130857,6253,1690864079,1540915,7,99,92,100,93
3060000,2732,128,0,0,2831303875,1465926720,351186557,3801036371,234366197,10749796,4244193,6191,1772558015,795164,8,99,92,100,93
3060000,2732,126,0,0,2812435534,1435218324,341199805,3873430055,233307926,10280074,3674693,6323,1762181037,761968,9,100,92,99,96
3060000,2732,126,0,0,2791516968,1470188894,375957308,3642120703,200836420,10356858,3042588,6031,1685804071,1400192,10,100,92,99,96
1596000,2743,127,0,0,1596863595,777493125,183317276,2267716794,144608378,6502851,2227757,1,1029523515,449302,1,88,82,89,83
1596000,2743,128,0,0,1593876662,803053397,184661960,2206239614,137893892,6151596,2920103,1,1025332232,559409,2,88,82,89,83
1596000,2743,126,0,0,1594079543,783027474,176204952,2259435815,139036065,6123732,2571443,0,1022717839,537360,3,84,80,84,80
1596000,2743,127,0,0,1593825072,791705853,208254142,2184426361,130731666,6268443,2073449,0,997103963,804736,4,84,80,84,80
1596000,2732,127,0,0,1594146581,806689821,188419950,2218601471,119679460,6112147,1953367,1,977151196,976541,5,81,77,81,78
1596000,2732,128,0,0,1595367052,782893237,171967037,2246282874,144981551,6686357,2043389,0,1018111654,451153,6,81,76,80,77
1596000,2743,128,0,0,1594632600,880709873,179518619,2019546793,125633281,5947218,2229811,0,923760234,585376,7,81,76,80,77
1596000,2743,127,0,0,1594272400,808974898,190559673,2195180900,136273079,6205018,2501601,1,1008523345,633664,8,80,75,79,76
1596000,2743,126,0,0,1595239557,795911696,184127567,2203255058,137383803,6884359,1825900,0,1008474586,665698,9,80,75,79,76
1596000,2743,127,0,0,1594711086,824140535,247707272,2107458950,112340071,6127161,1855551,0,968295778,1094701,10,79,74,78,75
2394000,2743,128,0,0,2395544182,1218212434,296942061,3260714378,203768568,9783308,3081332,1,1501147998,990157,1,84,79,83,82
2394000,2743,129,2,0,2392814778,1314036965,255076013,2983028157,185441737,9065462,3381788,0,1361298986,678231,2,84,79,83,82
2394000,2732,126,0,0,2394240792,1203589790,280969578,3293504257,214731006,9796633,2673043,1,1525331765,638494,3,85,81,86,81
2394000,2732,127,0,0,2393586332,1239264406,353571419,3219731969,183851207,9203269,2149270,0,1468783183,1315104,4,85,81,86,81
2394000,2732,126,0,0,2394117857,1170627456,260280809,3366238421,211482532,9268130,3331219,0,1521366894,714403,5,86,81,87,82
2394000,2732,127,0,0,2393253979,1202669628,281058607,3271479092,213733860,9660104,3541332,0,1533791346,555640,6,86,81,87,82
2394000,2743,127,0,0,2394030922,1172116509,278517334,3361531176,207040211,10361808,2965421,1,1511989502,614273,7,87,82,87,83
2394000,2743,127,0,0,2393216305,1225564981,346906204,3228022909,196424168,9713804,2704443,0,1474071226,1099372,8,87,82,87,83
2394000,2743,127,0,0,2397346783,1234983367,310261196,3230944843,193601139,9202596,2869794,2,1497579610,999157,9,87,83,87,83
2394000,2743,126,0,0,2393142252,1248895241,263164466,3173365283,201721732,9369245,3672074,0,1464055610,637207,10,87,83,87,83
2926000,2743,126,0,0,2928051601,1505017579,326163578,3976833993,258523942,11214149,2708164,19,1815536927,831273,1,94,88,93,89
2926000,2743,127,0,63,2925639756,1586741917,399018245,3698338351,218673138,10922823,3915945,0,1716953230,1460487,2,94,88,93,89
2926000,2743,127,0,257,2927065870,1484840247,377525532,4011852633,249720888,11505792,2983474,2,1823267759,1233161,3,96,90,96,92
2926000,2743,128,0,0,2909177368,1459097723,350212578,4003982975,247028076,11949551,3872113,780,1820613385,1062267,4,96,90,96,92
2926000,2743,126,0,4,2918354921,1459453256,353983286,3987832125,249225353,11962957,3651987,280,1818082334,894075,5,99,91,97,92
2926000,2743,129,0,295,2865431370,1523950760,415852207,3772146112,209997983,11019611,3006972,1523,1707534739,1591087,6,99,91,97,92
2926000,2732,126,0,19,2877913284,1491719009,349344866,3876017701,248035760,11706595,3648817,1344,1760494304,1126447,7,99,90,98,92
2926000,2732,126,0,4,2837629688,1430438656,337434894,3856378783,237651949,11123233,3957698,2249,1745286492,944906,8,99,90,98,92
2926000,2743,127,0,602,2826387188,1407879562,365528945,3883720784,247917360,11530887,3705343,3574,1791004046,678681,9,99,92,99,94
2926000,2743,127,0,225,2831926534,1483124308,456069108,3704021524,201334479,10885300,2725336,4961,1688708109,1593597,10,99,92,99,94
2128000,2743,127,0,124,2130312030,1061965190,250961377,2940750699,190022055,8996417,2648103,39,1340047583,771270,1,92,88,92,87
2128000,2743,126,0,0,2127216131,1084790757,269162728,2852632838,178445395,8570870,3832322,0,1291182284,887418,2,92,88,92,87
2128000,2743,126,0,0,2127845220,1080013877,212927700,2878961354,191658937,8549695,2839125,2,1317538009,633437,3,90,84,89,85
2128000,2743,127,0,403,2127139144,1067353009,253109013,2911720720,191770512,8745422,2391518,0,1343441539,580954,4,90,84,89,85
2128000,2732,127,0,23,2128171052,1122369683,316271074,2777470564,151807405,8041656,2283686,1,1254427923,1461708,5,88,83,88,83
2128000,2732,126,0,188,2127260861,1046033240,226324012,2967028267,195112190,8434955,2375819,0,1334947697,571027,6,88,83,88,83
2128000,2743,127,0,0,2140282822,1063970768,251609415,2938268297,195477181,9002055,3141687,0,1329634603,895730,7,87,82,89,83
2128000,2743,127,0,0,2126657294,1136514276,246123240,2737041116,176760344,8418127,2913254,0,1250354975,792089,8,87,82,89,83
2128000,2743,126,0,0,2127545995,1094261434,225549725,2878961369,197916643,8625780,2207638,1,1311878004,599100,9,86,82,86,82
2128000,2743,126,0,397,2126881724,1047981380,237604906,2969129808,203156131,8362330,2353046,0,1328788690,568781,10,86,82,86,82
2128000,2566,127,0,86,2127742111,1126935479,318526781,2791736958,158191789,8121764,2259339,2,1232821319,1599176,1,86,81,86,81
2128000,2566,127,0,36,2126975025,1080684168,232450676,2933608146,210781987,8514639,2114623,0,1324044867,612675,2,86,81,86,81
2128000,2436,126,0,20,2127475906,1058257126,228737482,2933990122,202261027,8576152,2713357,2,1337165601,852245,3,85,81,85,81
2128000,2436,126,0,0,2126730409,1064438245,231966923,2945621084,201643389,8630156,2314270,0,1308961286,834935,4,85,82,85,81
2128000,2445,126,0,59,2127726077,1066831640,234171764,2942615752,207534647,8758754,2470081,0,1342994169,590837,5,85,82,85,81
2128000,2445,127,0,644,2126821640,1102883699,237799215,2838064914,199758810,8711048,2495680,0,1301098055,678633,6,85,80,85,81
2128000,2436,127,0,59,2127451090,1171289195,304382911,2643821959,144609021,7807594,2265374,1,1181197438,1589601,7,85,80,85,81
2128000,2436,126,0,0,2126997212,1048261550,255423172,2930996618,187647003,8590583,2717475,0,1327995267,946292,8,85,80,85,81
2128000,2445,126,0,74,2127384872,1068909183,243417820,2898843534,192143727,8967608,3192282,0,1348650157,734328,9,85,80,85,81
2128000,2445,127,0,115,2127069445,1049585495,223719731,2957587031,202339477,9160065,2603797,1,1347395089,713800,10,85,80,85,80
2926000,2445,127,0,5,2928494762,1721287094,332696780,3352899040,226515361,10351682,3513348,0,1557224870,938990,1,92,87,92,88
2926000,2445,126,0,407,2929101928,1566920166,430828155,3742385360,214877828,10906968,3399597,1,1671514989,1697903,2,92,87,92,88
2926000,2436,127,0,69,2927394389,1513170436,414342218,3906318213,242782622,11555426,3278793,0,1780696504,1199934,3,97,90,95,92
2926000,2436,127,0,2,2922097355,1472000400,379714295,4015967087,254754421,12353628,3739044,270,1830820084,1005675,4,97,90,95,92
2926000,2445,126,0,165,2927974019,1429547300,345782002,4077612912,274432135,11887664,3480250,1,1848510288,807553,5,98,91,98,93
2926000,2445,126,0,592,2915282871,1469965709,363380324,3976743057,268375218,11857701,2817056,756,1816077698,1067018,6,98,91,98,93
2926000,2445,126,0,0,2891065373,1669593010,470001270,3415049996,182713487,10395035,2783497,2040,1617092159,1746631,7,100,93,99,95
2926000,2445,127,0,30,2793773931,1389362173,354910065,3791351638,254368627,11419317,3492176,4401,1754069925,977473,8,99,92,99,94
2926000,2445,129,0,2034,2766912335,1377675456,362470543,3820893290,239539127,10768623,3407044,5138,1743793691,1017683,9,99,92,99,94
2926000,2445,126,0,1495,2796352478,1386024353,323864910,3942920612,277340989,10255576,2805678,6035,1783382117,647099,10,99,92,99,94
3060000,2445,126,0,621,2764213269,1394146141,346174674,3758986368,257432601,10825706,3524225,6301,1714937221,834461,1,99,92,99,94
3060000,2445,127,0,4575,2743431929,1379051630,342240520,3833363619,237837720,9224694,2898024,6583,1709899310,1493484,2,99,93,100,94
3060000,2436,126,0,1637,2715415230,1366161568,273030603,3974102276,285477271,7560433,1861608,6532,1770825688,1057652,3,99,93,100,94
3060000,2436,126,0,1841,2741775016,1394533055,362211731,3707731117,238767959,10716075,2951324,6509,1730496622,952886,4,99,92,99,94
3060000,2428,130,0,2241,2703298477,1426106041,398057171,3609967224,245108586,9662855,5403451,6433,1689639297,2701070,5,98,91,100,93
3060000,2428,127,0,0,2709847430,1362380418,359449385,3715119178,237952996,10149626,5742090,6467,1706387031,1177240,6,98,91,100,93
3060000,2445,126,0,523,2668451789,1373237602,330194165,3618504026,238706898,9171165,4457414,6247,1643923773,1460715,7,99,92,99,93
3060000,2445,126,0,281,2689707515,1365618915,349441776,3701814442,247077874,10072759,3120966,6498,1698139806,1613716,8,99,92,99,93
3060000,2445,127,0,0,2724112141,1420573250,241807875,3796996994,282530969,7880983,1747227,6365,1709968700,460786,9,99,92,100,93
3060000,2445,128,0,1109,2733115166,1373953690,350307875,3770658330,249105679,9410407,2277927,6371,1707315819,1518124,10,99,92,100,93
2660000,2445,127,0,257,2632398475,1345073632,327518042,3562499713,228672574,9343003,3441112,1213,1598283718,1473477,1,99,91,99,93
2660000,2445,126,0,0,2633779604,1325345529,283915222,3673991187,254425895,10214372,3634351,638,1676821025,700281,2,100,91,99,93
2660000,2445,126,0,0,2657222430,1329815586,329666526,3647112726,238576357,10574903,3227821,496,1682613927,833309,3,100,91,99,93
2660000,2445,128,0,2,2654326188,1343968976,358743061,3691646750,204523790,9660308,2632641,140,1618686716,1185458,4,99,91,99,93
2660000,2454,126,0,8,2657830466,1335481917,300449837,3905683590,268774238,7495322,1334627,75,1805320903,759189,5,99,91,98,93
2660000,2454,126,0,0,2658733866,1378597444,350029314,3581486236,228223155,10291353,3525855,80,1655175645,929567,6,98,91,98,93
2660000,2436,126,0,0,2637474569,1370286313,353095504,3534006074,220109229,9606498,5197757,830,1615718236,1650097,7,98,91,98,93
2660000,2436,126,0,26,2653741472,1320622424,360388083,3723581883,222347738,9232142,2796933,310,1660716853,1363759,8,99,91,98,93
2660000,2445,127,0,0,2655758280,1341887835,369308824,3668171844,218502839,9485995,2586760,511,1666146678,1256105,9,99,91,98,93
2660000,2445,126,0,0,2655385198,1356297993,367944687,3651310828,217919238,9294044,3245828,190,1653147957,1264067,10,98,92,98,93
2394000,2436,127,0,0,2396748004,1192605590,293725164,3358323552,206445232,8766291,2813397,19,1532698463,822350,1,95,89,96,91
2394000,2436,128,0,0,2393115695,1217077511,275772241,3248537660,196470112,8774279,2828345,0,1464873167,778755,2,95,89,96,91
2394000,2445,127,0,0,2394540260,1211899520,268239072,3355334767,204568361,9071257,3383996,2,1503948070,786278,3,95,89,94,90
2394000,2445,126,0,0,2393407758,1198075496,295391847,3292821561,199491173,8801334,2917458,0,1508402511,838588,4,95,89,94,90
2394000,2436,126,0,0,2394367900,1195132733,280560845,3375654373,215763861,7911262,3416860,1,1572400569,674317,5,94,90,94,89
2394000,2436,128,0,0,2393544655,1185627800,292469363,3390990882,208538568,9625886,3266872,0,1520749695,875595,6,94,90,94,89
2394000,2436,127,0,0,2394261746,1201382689,304778408,3360806694,197701197,8490620,2636622,2,1503604625,978618,7,94,88,93,89
2394000,2436,126,0,0,2393577078,1203119303,306840690,3325291470,200198421,9566941,2894794,0,1498780760,859017,8,94,88,93,89
2394000,2436,127,0,0,2394181300,1229753579,317769996,3246636429,189506269,9212003,2693596,2,1508803297,1111815,9,93,87,93,89
2394000,2436,127,0,0,2393799934,1199594373,239788247,3489964302,234745657,7255930,2260390,0,1581667146,1198151,10,93,87,93,89
1596000,2445,126,0,468,1598044646,787662891,189558104,2232822977,143276425,6408303,2036286,19,1007623805,718295,1,86,82,87,82
1596000,2445,127,0,48,1594633656,793827060,189516083,2217688389,146456962,6201768,2076710,0,1014584607,763286,2,85,80,86,82
1596000,2454,126,0,0,1595503499,812791848,193391143,2202610686,133246888,5841306,2960238,2,997143433,938786,3,85,80,86,80
1596000,2454,128,0,0,1594612000,807729353,191979681,2249714526,136920527,6009074,4927129,1,1021932210,751160,4,83,79,83,80
1596000,2445,126,0,665,1595132180,786160824,179971979,2243505680,148812640,6200343,2027697,2,1005329175,692368,5,83,79,83,78
1596000,2445,127,0,319,1599857839,836751182,200702947,2126365398,126843811,6256693,3251274,1,976307381,906856,6,82,78,80,78
1596000,2445,126,0,749,1594813575,845908985,191173066,2123130976,131064237,6003544,6819647,0,975214594,945533,7,82,78,80,78
1596000,2445,127,0,142,1594466689,809240677,168563090,2235887568,149249320,5546137,1539847,2,1025040183,682555,8,80,77,81,77
1596000,2436,126,0,0,1595464819,818991476,191754247,2194146425,140561556,5342367,1603429,3,1005861944,993608,9,80,77,81,77
1596000,2436,126,0,0,1594670819,790327942,188313180,2256636681,145840651,6201629,1556611,2,1021159924,877665,10,80,76,79,76
1862000,2445,127,0,0,1863533966,953844024,253174763,2537517010,143791870,7077926,2158333,20,1125910014,1246676,1,81,78,80,77
1862000,2445,128,0,0,1867581578,962083478,204532670,2608627864,167258558,6992837,1612781,1,1165996196,614184,2,82,78,81,78
1862000,2445,126,0,0,1860855976,968091415,184059740,2543742288,169797959,7005144,1980952,1,1139718811,463073,3,82,78,81,78
1862000,2445,126,0,0,1860496951,943648545,195023836,2596552758,173801923,6838423,1739042,0,1148097657,353501,4,81,78,81,78
1862000,2454,125,0,0,1862668327,927877703,166705295,2660714651,178894524,6327883,1481219,1,1177330191,450952,5,81,78,81,78
1862000,2454,126,0,0,1860681039,945007676,223765009,2586269350,158342017,6945091,2181590,1,1180853205,1057564,6,81,78,81,78
1862000,2445,126,0,4,1860824330,968439907,245869298,2544364381,151189932,7032455,2034427,0,1148505923,1164652,7,81,78,81,78
1862000,2445,127,0,0,1860571618,927743626,196616800,2727431212,183909401,6105426,948232,0,1242881088,724566,8,81,79,80,78
