frequency,fan_speed,context-switch,cpu-migration,page_fault,cycles,pc1,pc2,instructions,branches,branch-misses,cacher,io,lid,cache-misses,Second,core_2,core_3,core_4,core_1
2394000,2184,2,0,0,2394980259,790992644,270203103,3818428814,171723040,15868289,437118,5826,1668773783,10377,2,62,61,60,66
2394000,2184,0,0,0,2394445603,795732121,257280630,3807110282,171352805,15869818,424079,2,1666223357,6586,3,61,61,59,65
2394000,2235,0,0,0,2394837558,802788416,266322461,3779192452,169964866,15777014,434842,0,1664499721,6810,4,61,61,59,65
2394000,2235,0,0,0,2394247056,800746019,261332802,3797982476,171067816,15841715,427835,1,1662724185,8360,5,60,60,58,65
2394000,2235,2,0,0,2394684543,802305395,272368375,3793342250,170607195,15855482,420450,0,1662568928,1850,6,60,60,58,65
2394000,2235,0,0,0,2394432048,797272055,259470356,3801768116,171230701,15804585,414695,2,1664756772,1444,7,60,60,59,64
2394000,2235,0,0,0,2394863911,805547809,264745922,3781680749,170377199,15838112,419359,1,1659718774,2217,8,60,60,59,64
2394000,2235,0,0,0,2394500636,796803691,261243434,3810664779,171339749,15939299,437075,2,1662946669,12501,9,60,60,58,64
2394000,2235,2,0,1,2394797871,784727858,251503994,3824744279,171745471,15954640,434434,0,1678257609,5485,10,60,60,58,64
3060000,2235,0,0,0,3266316960,1067191625,321250452,5254369910,234973835,21949318,482076,5014,2297559226,7887,1,62,61,60,73
3060000,2235,0,0,0,3221674985,1048248974,315490318,5179644221,231701160,21541509,505093,1879,2273211235,2062,2,62,61,60,73
3060000,2235,0,0,1,3282574254,1068243175,358525691,5266401878,235632829,21939471,480981,6134,2318480663,1866,3,62,63,60,74
3060000,2235,2,0,1,3292263687,1073979902,351648617,5289813637,236333032,22043280,475311,6277,2321625629,12502,4,62,63,61,74
3060000,2235,0,0,0,3242170188,1051261411,337963007,5215670804,233386445,21810288,496418,3889,2283073401,12415,5,66,65,61,75
3060000,2235,0,0,0,3263967438,1062349740,350347318,5249470840,234632850,21884645,487082,4642,2304361663,6912,6,66,65,62,75
3060000,2235,0,0,0,3272400680,1063295752,350967696,5245809080,234710779,21963324,486584,5125,2302306635,9530,7,64,65,62,75
3060000,2227,2,0,0,3271220793,1058704041,344910953,5255518094,235163907,21948533,483436,5174,2311585768,3479,8,64,65,62,75
3060000,2227,0,0,0,3264694185,1062430972,318467672,5242103953,234265024,21885050,477247,4228,2296996491,1209,9,65,68,62,74
3060000,2235,0,0,0,3287629092,1068656107,359214988,5266573423,235601703,22082972,476247,5758,2315762707,254,10,65,68,62,74
2660000,2235,0,0,0,2664094689,893688309,312379131,4212903903,189581166,17523039,455178,2,1847688264,6913,1,62,63,61,68
2660000,2235,2,0,0,2661458525,894094372,307701677,4226538152,190225546,17536576,446376,0,1844301151,8189,2,62,63,61,68
2660000,2235,0,0,0,2661021142,884490635,294269922,4228344683,190036841,17642391,442294,1,1852162866,7590,3,62,61,60,67
2660000,2235,0,0,0,2661573220,887819371,297999802,4218924289,189824105,17625377,451611,0,1850494646,4832,4,62,61,60,67
2660000,2235,2,0,0,2660920526,871907865,288954984,4255001950,190646559,17695794,470595,1,1865134827,5487,5,61,62,60,68
2660000,2227,2,0,0,2661554298,887981088,286333614,4220903322,189973229,17583799,446112,1,1849145930,3482,6,61,62,60,68
2660000,2227,0,0,0,2661094138,891953835,276378425,4212186728,189586539,17478392,448460,0,1845460153,1461,7,60,60,59,67
2660000,2235,0,0,0,2661687727,891872124,301871724,4209955645,189365077,17670912,436411,1,1848580004,2857,8,61,60,59,66
2660000,2235,0,0,0,2660708611,883799682,269208857,4245548969,190956380,17765039,456258,0,1860546479,11835,9,61,60,58,66
2660000,2235,2,0,0,2661531772,878710405,285126988,4232187749,190051764,17626575,455464,1,1859618941,8807,10,62,62,58,67
2926000,2235,0,0,0,2929169776,960596557,321149235,4678498554,209923666,19486374,488526,1,2046099130,9986,1,62,62,61,67
2926000,2235,0,0,0,2928517824,967860085,319400708,4667200466,209400048,19506389,481477,0,2042105006,6916,2,61,61,61,68
2926000,2235,0,0,0,2927472415,983291444,349367601,4623552910,207869711,19346684,464091,1,2026308637,2180,3,61,61,59,68
2926000,2227,2,0,0,2928407978,974246563,334969174,4645176605,208739821,19303171,467840,0,2038608658,2947,4,63,61,59,68
2926000,2227,0,0,0,2927626645,978745558,336558276,4641271331,209189769,19413263,475701,1,2042279220,11947,5,61,62,59,69
2926000,2227,0,0,0,2927481885,971931174,333801358,4646103907,208748525,19480248,459599,0,2037875820,8217,6,61,62,59,69
2926000,2227,0,0,0,2927064446,961877677,322351051,4677488719,210127248,19447579,501889,1,2042720227,13654,7,62,63,59,69
2926000,2235,2,0,0,2927533599,975569292,313622217,4649738394,209040341,19378811,461934,0,2035738966,3480,8,62,63,59,69
2926000,2235,0,0,0,2927155363,975412414,317754080,4645367318,208770826,19330369,465153,1,2037280587,1938,9,62,61,61,68
2926000,2235,0,0,1,2927564449,986036781,346112242,4629215215,208451191,19238046,467757,0,2027994448,3199,10,62,61,61,68
1862000,2235,0,0,1,1864490068,630866028,211521347,2937372144,132136077,12214808,379596,2,1289224416,5034,1,60,60,58,62
1862000,2227,2,0,0,1862428268,618544198,213512884,2940928245,131992344,12350014,388180,1,1298309584,11239,2,60,60,58,62
1862000,2227,0,0,0,1861726164,614672420,199277065,2968491232,133191244,12394094,370185,0,1304061647,8697,3,60,59,59,63
1862000,2227,0,0,0,1862061959,616118355,193524074,2961119921,132613464,12363132,397095,1,1295458246,13203,4,60,59,59,63
1862000,2227,0,0,0,1861696104,617493204,203087960,2960275111,132890191,12400256,369283,0,1300122687,4811,5,59,59,57,62
1862000,2227,2,0,0,1862130363,626861588,213117385,2934435456,131858730,12248269,368114,1,1287848766,2734,6,59,59,57,62
1862000,2227,0,0,0,1861718214,627128172,211609982,2936848591,132017486,12304873,372067,0,1286107282,5500,7,59,58,58,61
1862000,2227,0,0,0,1862505717,630800147,211300730,2936926941,132110447,12223688,362162,2,1285798535,4046,8,58,58,56,61
1862000,2227,0,0,0,1861407555,616222663,202081301,2954774858,132670438,12268865,381104,0,1299675582,10613,9,58,58,56,61
1862000,2235,2,0,0,1862366687,622668163,202193358,2945920476,132650948,12390706,363783,1,1294710522,11339,10,58,58,56,61
2128000,2235,0,0,0,2129700138,705140744,229837460,3389499983,152281164,14092665,414275,17,1480673756,8904,1,58,58,56,61
2128000,2227,0,0,0,2128858405,711686347,229357044,3372446320,151399976,14005989,391675,2,1476926392,7061,2,58,58,57,62
2128000,2227,0,0,1,2119114369,783801142,349730595,3209621193,142965773,14105051,516206,6,1474283324,17945,3,58,58,57,62
2128000,2227,2,0,1,2128401106,715351669,249173372,3363334683,151683477,13996865,402385,1,1477748682,37,4,58,58,56,62
2128000,2227,0,0,0,2127659993,710214860,229723677,3384827398,152638295,14193553,394448,0,1488778956,12032,5,58,58,56,62
2128000,2227,0,0,1,2128340567,715288200,236844238,3366983191,151793162,13980168,403950,1,1474109972,6637,6,59,58,56,62
2128000,2227,0,0,1,2127538055,702750277,227832874,3384142266,152266390,14156519,423567,0,1482249067,10649,7,59,58,56,62
2128000,2235,2,0,0,2128348848,705994003,232458287,3384801137,152427042,14096781,414561,1,1485007813,3554,8,58,58,57,62
2128000,2235,2,0,0,2127579968,711590547,229659460,3370689341,151789717,14067216,392265,0,1480000648,2498,9,58,58,57,62
2128000,2235,0,0,0,2128415314,714757301,238673256,3353369519,151147952,13994410,397686,1,1471877975,350,10,58,58,56,61
1596000,2235,0,0,0,1595189805,524008265,160517279,2556170063,114943883,10574202,366819,2,1121100052,2252,1,58,57,56,59
1596000,2235,2,0,0,1594566004,521554775,154668276,2546133780,114159531,10649291,373087,0,1122714700,9342,2,58,57,56,59
1596000,2235,0,0,0,1594458873,512630465,150538854,2573194996,115452548,10814557,353168,1,1130386843,9318,3,58,57,57,60
1596000,2227,2,0,0,1594557232,515514899,157265896,2564834771,115063573,10632210,378104,0,1118579458,10662,4,58,57,57,60
1596000,2227,0,0,0,1594461301,515720725,155806759,2571939693,115323938,10730452,349165,1,1127370627,8981,5,57,58,55,60
1596000,2235,2,0,0,1595167817,523673572,164925247,2551821751,114788488,10579211,356404,0,1119308791,3055,6,57,58,55,59
1596000,2235,0,0,0,1595041685,517617738,159281677,2565783754,115195862,10700924,342631,1,1124577757,2050,7,57,58,55,59
1596000,2227,0,0,0,1596031306,522785159,171088144,2547069657,114446693,10701539,348426,0,1118541137,4398,8,57,57,55,59
1596000,2227,2,0,0,1595270103,513706547,152910762,2554537708,114592143,10702996,369487,1,1128072901,8914,9,57,57,55,59
1596000,2227,2,0,0,1596006638,516396098,163024910,2560176098,114968297,10723965,351080,0,1123418141,10812,10,57,57,55,59
1862000,2227,0,0,0,1863515392,624481883,204464212,2948722193,132773916,12358438,386937,2,1300546873,9412,1,57,57,55,59
1862000,2596,0,0,0,1862629621,624099511,200776414,2947984707,132601772,12309294,366644,0,1291311686,6249,2,57,57,56,59
1862000,2596,0,0,0,1861441106,629002780,218248148,2931110861,132053951,12268161,360908,1,1286323434,1402,3,57,57,56,59
1862000,2606,2,0,0,1862425357,628867925,213938706,2934267980,132203517,12265134,356487,0,1286662397,3093,4,57,56,55,60
1862000,2606,0,0,0,1861686774,631365170,221562762,2931978305,132117426,12158740,360864,1,1286243441,2837,5,57,56,55,60
1862000,2626,0,0,0,1862344896,617239482,199650639,2945384335,132430825,12388123,371154,0,1297422122,9563,6,57,59,55,60
1862000,2626,0,0,0,1861436459,621856131,203144872,2950569843,132710154,12288682,370618,1,1296191285,8850,7,57,59,55,60
1862000,2616,2,0,0,1862502280,623391744,205828940,2948126146,132372807,12279714,380178,0,1289485233,11143,8,58,57,56,59
1862000,2616,0,0,0,1861456608,628243653,221885901,2930675801,131848463,12267698,366187,1,1286021544,5057,9,58,57,56,59
1862000,2616,0,0,0,1862546343,624387926,207211881,2948577922,132387528,12325210,363231,1,1291161400,8357,10,57,57,55,59
1596000,2616,0,0,0,1598082446,524106652,155846301,2557877700,114612825,10666202,332102,17,1123318725,3994,1,57,57,55,59
1596000,2616,2,0,0,1596205133,518636697,161923239,2565546202,114740644,10624189,362740,1,1122332245,8521,2,57,57,55,59
1596000,2616,0,0,0,1595128576,521875926,161537484,2554060714,114705423,10653772,341457,0,1121420277,9061,3,57,57,55,59
1596000,2616,0,0,0,1596204757,517645022,150674365,2565951222,115146713,10736703,357178,1,1119630388,13746,4,57,56,55,59
1596000,2616,0,0,0,1595011753,516267188,153084270,2562969505,115218564,10736911,344816,0,1124632858,5269,5,57,56,55,59
1596000,2606,2,0,0,1595959442,524538547,164997203,2544722032,114210059,10670341,341811,1,1118354607,2730,6,57,56,54,59
1596000,2606,2,0,0,1595094586,522549461,165850158,2553490808,114664794,10743858,342638,0,1120340209,7912,7,57,56,54,59
1596000,2616,0,0,0,1596019543,525109855,173894911,2551090001,114457012,10648956,338991,1,1117021154,4101,8,56,56,54,58
1596000,2616,0,0,0,1595316887,518963169,158793554,2559724159,114867025,10710113,363696,0,1115389757,11732,9,56,56,54,58
1596000,2606,2,0,0,1596102696,526055735,163444385,2551032312,114744024,10646777,340710,1,1119991912,9522,10,57,56,54,58
2128000,2606,0,0,0,2129999023,721423594,248175154,3352810159,151139931,13940610,377536,19,1472567352,5565,1,56,57,54,60
2128000,2616,0,0,0,2128443775,717994952,240027410,3356799855,151393573,13967028,389561,0,1468151448,5388,2,56,57,54,60
2128000,2616,0,0,0,2128173952,702841017,225068159,3382671124,152089492,14090914,406170,2,1476311952,13084,3,57,57,55,60
2128000,2616,4,0,63,2128529206,719421892,251835352,3355458293,151238138,13979131,385369,0,1471371389,17701,4,57,57,55,60
2128000,2616,2,0,0,2128209214,718770361,245197393,3353222830,151101743,13998803,386530,2,1470118975,2433,5,57,57,55,60
2128000,2616,0,0,0,2128671054,707756051,227590263,3389821858,152489506,14058266,407401,0,1476586373,8871,6,57,57,55,60
2128000,2616,0,0,0,2128127808,711502498,229422801,3375547869,151940016,14024440,395502,2,1479804220,5537,7,57,57,55,60
2128000,2606,2,0,0,2128653571,711469361,234515173,3371269868,151843303,14079930,399362,1,1477417991,10201,8,57,57,55,60
2128000,2606,0,0,0,2127731609,716854718,248876752,3359449136,151273316,13970338,389647,0,1475397795,2651,9,57,57,55,60
2128000,2606,0,0,0,2128844968,719103685,241768050,3356853737,151092908,14004387,387531,2,1474023691,1510,10,57,57,55,60
2660000,2606,0,0,0,2662008024,888353174,289045656,4222303381,189863929,17641199,421472,17,1855506701,8305,1,57,57,55,60
2660000,2616,4,0,0,2661375345,899240399,309588348,4200106409,189473042,17523586,427089,1,1842674490,914,2,58,57,56,63
2660000,2616,0,0,1,2660388657,883147611,281888181,4233921233,190343779,17644366,456494,0,1850298312,8934,3,58,57,56,63
2660000,2616,0,0,0,2661787244,888423194,304086860,4217059326,189927801,17559995,437501,2,1846639637,8413,4,58,58,56,63
2660000,2616,0,0,0,2660664454,880378349,278751417,4229128622,190018010,17646708,449810,1,1865417940,5786,5,58,58,56,63
2660000,2616,2,0,0,2661980033,887360541,304879129,4226269232,190346980,17471719,457001,2,1851721999,5596,6,58,58,56,64
2660000,2616,0,0,54,2660621347,896355868,304998668,4204828536,189411749,17484713,459308,0,1841828291,6178,7,58,58,56,64
2660000,2606,2,0,0,2661987277,897502153,303500241,4201256076,189370223,17522600,446026,1,1841716740,934,8,58,58,56,64
2660000,2606,2,0,0,2660683808,877688488,292500948,4244475263,190608155,17735027,461086,0,1853439467,11155,9,58,58,56,64
2660000,2606,2,0,0,2662120417,889745219,293028416,4220584166,189924118,17643620,447489,1,1851248058,3818,10,58,58,57,64
3060000,2606,0,0,0,3250080364,1056719382,326541378,5217034123,233959124,21777503,486383,4058,2291550351,8620,1,60,61,58,72
3060000,2606,0,0,0,3283961679,1075424874,342721689,5266388500,235475836,21983401,475929,6514,2314895829,3555,2,60,61,58,72
3060000,2606,0,0,0,3287483667,1072141555,358108373,5269320703,235611562,22013123,462828,6348,2320551036,1392,3,61,61,59,72
3060000,2606,2,0,0,3287671721,1077656792,353693413,5265696368,235435101,22004504,468879,6404,2319636868,477,4,61,61,59,72
3060000,2606,0,0,0,3289807301,1074597482,370837919,5281155570,236152350,22019697,467756,6452,2320376105,1568,5,61,62,59,73
3060000,2616,0,0,0,3280193729,1067763197,365407583,5259502090,235200021,21970139,477149,5864,2305021931,17228,6,61,62,59,73
3060000,2616,0,0,0,3267186856,1076223730,350696657,5249160788,236650520,21719940,337170,16547,2180114796,3556,7,62,62,60,74
3060000,2616,2,0,0,3274076292,1069347855,352136522,5245325172,234240734,21942076,482815,6008,2300319523,8481,8,62,62,60,74
3060000,2616,0,0,1,3286377961,1073934858,346008503,5280805638,235840128,22007953,470464,6407,2308558061,8290,9,62,65,60,75
3060000,2606,0,0,1,3290871419,1076801989,370626622,5280110087,235663736,22043952,462484,6629,2310356613,4176,10,62,65,60,75
2394000,2606,0,0,0,2396828579,808720781,266466567,3791023577,170625920,15751639,406172,19,1660547526,4763,1,61,61,59,65
2394000,2606,2,0,0,2394869644,798716012,258456677,3792589687,170634916,15809554,428443,0,1665596507,14709,2,61,61,59,65
2394000,2606,0,0,0,2394424054,802729857,271555125,3784689534,170413269,15781729,415826,1,1658791351,10367,3,60,59,58,64
2394000,2606,0,0,0,2394779829,800131474,273798065,3789040924,170609336,15692857,440269,0,1661088207,6984,4,60,59,58,64
2394000,2606,0,0,0,2394611727,793769820,263032456,3812378122,171223566,15949649,414292,1,1671691272,6692,5,59,60,58,64
2394000,2616,2,0,1,2394829430,805710853,266397033,3784388168,170214760,15761079,403873,0,1657821396,2732,6,59,60,58,64
2394000,2616,0,0,1,2394445445,802206586,266593976,3788431700,170406222,15783020,411522,2,1658497567,3060,7,59,59,57,63
2394000,2616,2,0,0,2394793261,807390608,272449431,3781321535,170185969,15870678,405288,1,1655698253,2328,8,59,59,57,63
2394000,2616,0,0,0,2394627618,794471781,259309385,3798774628,170591984,15837370,431243,2,1673239742,9342,9,58,58,57,63
2394000,2616,2,0,0,2394839417,801225178,259794479,3785881146,170369721,15851551,408598,0,1662795605,9005,10,58,58,57,63
2926000,2616,0,0,0,2928643244,976917822,324333558,4641194672,208505931,19394483,477254,19,2037397583,6205,1,60,61,58,66
2926000,2606,3,0,3286,2926952101,1278770336,453517518,3751289558,434191773,19765881,6641461,6,1632708237,364800,2,60,61,58,66
2926000,2606,2,0,2173,2926213546,1494727768,515418289,3202107535,556890063,18358358,11950696,0,1362561106,657151,3,60,61,58,66
2926000,2606,4,0,754,2926810694,1545866543,567642035,3044149217,540840010,19062859,12771189,1,1314692218,870192,4,60,61,58,66
2926000,2606,2,0,0,2926368239,1606007326,686104132,2845693833,485818542,18840776,12542144,0,1319638372,1100309,5,60,61,58,66
2926000,2616,2,0,1198,2926915734,1579541433,652668441,2921501256,507565008,18761349,12336487,20,1298636817,1069326,6,60,59,58,64
2926000,2616,2,0,582,2926270572,1562190034,630796790,2946786315,517786468,18685443,13053179,1,1302382899,1088587,7,60,59,62,64
2926000,2606,4,0,1514,2926914285,1590648722,609949432,2995895956,541256383,16123066,12415766,2,1265453042,1401549,8,61,59,62,66
2926000,2606,2,0,917,2926287933,1565629432,620957054,2961850522,512728950,18361688,16019676,0,1307080214,1128555,9,61,59,58,66
2926000,2606,2,0,157,2926979055,1573324499,630497137,2899340805,490965298,18775822,13438867,1,1268955201,1397773,10,60,62,58,67
2926000,2606,2,0,1138,2926514262,1583054427,638355141,2878686466,494524549,18875858,11797899,0,1266607062,1380064,1,60,62,58,67
2926000,2836,4,0,517,2927090432,1612070082,668714296,2926219081,505905839,17587273,13726704,1,1235334646,1757225,2,61,60,59,66
2926000,2836,2,0,189,2925990073,1569280929,601706079,3030397310,519678962,18355356,13811980,0,1268918841,1434884,3,61,60,59,66
2926000,2848,4,0,486,2927164368,1586693058,656721317,2937251022,501429707,18589876,12240241,2,1233473294,1564369,4,60,61,59,66
2926000,2848,2,0,6433,2926235072,1619534689,641666158,2999409091,516389406,15092548,11882475,0,1321644240,2398047,5,60,61,59,66
2926000,2848,4,0,1572,2927252632,1641771532,613688324,2941978986,523979166,14628750,14635078,1,1277689664,1862352,6,60,59,59,66
2926000,2848,2,0,3206,2925890810,1719785098,756664816,2966368759,490253600,11498765,8945346,0,1343591924,4749346,7,60,59,59,66
2926000,2848,2,0,4625,2927696441,1709669342,799787260,2714082643,473833519,15387278,20812647,1,1219736858,3834712,8,60,60,58,66
2926000,2848,2,0,2628,2926478499,1687069869,629126285,2815849645,496610887,14740498,14127660,0,1203965712,2800838,9,60,60,58,66
2926000,2848,4,0,434,2928042799,1636779842,672441369,2891907012,523348932,15190506,10815419,1,1278160750,2029268,10,60,61,59,65
2128000,2848,2,0,0,2129553314,1152461898,432814990,2180748863,365804958,12906710,9339773,17,967302915,1179780,1,60,61,59,65
2128000,2848,2,0,0,2127436949,1121170168,422628423,2215351840,375783330,13145493,9267499,1,921599624,1199814,2,60,58,59,62
2128000,2848,2,0,0,2127112507,1162499957,513705803,2056524937,339371985,13613084,10788909,0,882878867,1562305,3,60,58,59,62
2128000,2848,4,0,0,2127632698,1144408209,465210897,2101474117,366218495,14813419,9211936,0,909659694,1341605,4,58,58,57,60
2128000,2848,4,0,0,2125646955,1132326164,437020636,2122528149,364635703,14925182,8447168,1,894883195,1500538,5,58,58,57,60
2128000,2848,2,0,0,2127556341,1117934839,419533937,2234635104,388529220,14699186,8561191,1,960618332,845842,6,58,58,57,61
2128000,2848,2,0,0,2126822453,1137101324,436679824,2103784164,372870395,14632871,8770879,0,914786116,1670782,7,58,58,57,61
2128000,2848,4,0,293,2127619835,1163790067,461080529,2108309587,368759717,14431632,8488994,0,910593421,1539541,8,59,58,57,61
2128000,2848,2,0,361,2133921271,1156556232,488888436,2025978349,345732533,15308539,8492265,10740,832944035,1470758,9,59,58,57,61
2128000,2848,2,0,791,2128082092,1151580715,444006086,2115550971,363334211,14635482,9434427,2,893054174,1409475,10,58,57,57,60
2394000,2848,4,0,565,2395026383,1272503726,522844085,2391536715,412373298,16766717,9825557,19,1045811680,1380755,1,59,58,57,61
2394000,2848,6,0,206,2390924359,1256053469,506079062,2469026894,431100877,16510008,9976526,0,1026828638,1574627,2,59,58,57,61
2394000,2848,2,0,473,2393689189,1317314695,516810557,2386007739,422173800,15327641,8641049,1,991050351,1795516,3,59,58,57,62
2394000,2836,2,0,763,2393904015,1310085867,543458844,2335438025,406445052,16115375,8646416,0,988904259,1822882,4,59,58,57,62
2394000,2836,2,0,595,2393657912,1290930484,547488473,2347649683,409865880,16304104,10393749,2,1002462128,1676890,5,60,58,57,62
2394000,2848,4,0,246,2393972861,1247860740,472093716,2469472082,438612925,17046998,10336088,3,1067459688,1055500,6,60,58,57,62
2394000,2848,4,0,2663,2393818273,1349404688,567843381,2281132480,390730013,15507947,9480717,6,994690412,2443955,7,59,58,57,63
2394000,2848,2,0,7661,2394484376,1275825905,431629539,2731421878,469120633,11747353,7481567,1,1181048379,1748783,8,58,58,57,62
2394000,2848,4,0,5140,2393047726,1311145624,515124439,2501747658,440769935,11524270,16597744,0,1151423479,2724119,9,58,58,57,62
2394000,2848,4,0,1916,2394563250,1348201562,451031538,2533318695,461166465,9982292,8684129,1,1113273896,2330735,10,59,58,57,62
2660000,2848,2,0,266,2661369784,1453815302,585266909,2735217221,491168337,14777048,9667690,18,1182716277,2148957,1,59,58,57,62
2660000,2848,2,0,26,2660737381,1517627914,584549032,2775943199,498601250,12938607,12221878,1,1192576587,2159940,2,60,59,58,63
2660000,2848,2,0,0,2659652870,1458975728,553385140,2747364002,484740463,15502775,9578816,0,1174009175,1881970,3,60,59,58,63
2660000,2848,4,0,0,2661138515,1441186819,563088828,2733292383,485684512,15617942,11102299,2,1182745896,1367848,4,59,59,58,64
2660000,2848,2,0,532,2659948562,1455026416,588906247,2728410644,474337917,14753027,11916250,1,1211746245,1823642,5,59,59,58,64
2660000,2848,2,0,1883,2661026615,1535802609,626568139,2539819013,439246941,14239208,19125744,2,1103899027,2314966,6,61,59,59,64
2660000,2848,2,0,0,2660078883,1530876202,493387095,2667381012,490355355,14167316,8138963,0,1049609995,1361581,7,61,59,59,64
2660000,2836,4,0,4,2661357144,1482077323,515741185,2974213004,516658136,11148470,7308034,1,1306392773,2026444,8,60,60,58,64
2660000,2836,2,0,241,2660115469,1516975659,622103290,2626929045,448826818,13729259,23009924,0,1119312660,1989393,9,60,60,58,64
2660000,2836,4,0,2591,2661237615,1531521332,659909401,2578663587,450734973,12302349,9292056,1,1107604066,3097827,10,59,59,58,64
3060000,2836,2,0,5472,3274426025,1854365145,629010103,3840308942,643338447,8136671,11806459,6023,1776713870,4486572,1,62,60,59,70
3060000,2848,4,0,3374,3259254515,1979563066,807395055,2786791816,537879895,15461126,23580480,5084,1223450315,3228825,2,62,60,59,70
3060000,2848,2,0,0,3255266484,1871913165,799349325,3036215036,498679516,14253018,22929154,4910,1342544553,2216676,3,64,61,62,70
3060000,2848,2,0,1926,3242541117,1975290105,795185895,3018755423,534817829,12974483,22442688,3022,1287250211,5043190,4,64,61,62,70
3060000,2848,2,0,33,3244745751,1970630783,705247791,3173180698,588832269,11680239,10940953,3619,1346176793,4053894,5,63,62,62,72
3060000,2848,4,0,0,3299581452,1809073416,712211898,3345887889,569223779,18095646,13908356,16294,1357475916,1919750,6,63,62,62,72
3060000,2848,2,0,0,3251428084,1846463289,714640485,3495006973,598051163,13309435,13323528,4669,1516827908,3174595,7,65,67,61,72
3060000,2848,2,0,0,3238652581,1896767775,793401510,3153354101,565889158,16096973,24658865,2959,1381826526,2999943,8,65,67,61,72
3060000,2848,0,0,0,3248570833,1961384605,772090706,3083508514,543878912,15190322,16253349,4136,1312488886,3624869,9,62,62,61,72
3060000,2836,6,0,1,3254483284,1803438743,742365836,3345222515,566949119,16391646,14074968,4877,1448653649,2942792,10,62,62,61,72
1596000,2836,2,0,0,1597308360,861134416,262486700,1832878490,331217508,6983079,13590721,18,820703231,891726,1,60,59,59,62
1596000,2836,2,0,0,1595140271,863025443,243040877,1699674460,315969489,9067873,15964368,0,735551666,753599,2,60,59,59,62
1596000,2836,4,0,0,1595160579,838954740,324211711,1703327945,300934532,8794815,5643252,19,733214636,1444137,3,59,58,58,60
1596000,2836,4,0,0,1595287231,825202777,302167705,1736350533,293154529,8934025,7033080,2,759580293,1572257,4,59,58,58,60
1596000,2836,2,0,1106,1594807916,888730627,265677057,1928034052,319495708,5674600,4103779,0,849973735,2068385,5,59,58,58,60
1596000,2836,2,0,62,1596021815,851226458,165289933,2165958953,395264546,1182913,3895802,10731,1109265071,955939,6,58,57,57,59
1596000,2836,2,0,4032,1594217828,883869225,342125919,1474752210,278033657,10493228,13979274,0,660084488,2717461,7,58,57,57,59
1596000,2836,4,0,726,1595318300,888453524,288152566,1868024594,316212545,6041030,20720502,1,784061395,2010475,8,58,57,57,59
1596000,2836,2,0,0,1594845033,907570175,371780162,1541708795,270105538,9658407,8765669,1,664942432,2438069,9,58,57,57,59
1596000,2848,2,0,2019,1595483212,960314005,308283687,1324516342,233235345,10935470,34667163,1,652962835,1450796,10,57,56,57,59
1862000,2848,2,0,184,1863210174,1131971703,256739598,1890920453,385679156,4588836,5434544,1,843005908,748891,1,57,56,56,59
1862000,2836,4,0,129,1861640517,1022619358,433626943,1910064103,337366048,10262093,6693448,1,803632131,2975664,2,57,56,56,59
1862000,2836,2,0,0,1861322684,1059282296,383847541,2027288316,346804795,7135753,6174999,0,905954896,2554867,3,57,56,56,59
1862000,2848,2,0,0,1861737402,1016289300,347410127,1930959229,337176470,10410409,26191006,1,845241418,699642,4,57,56,56,59
1862000,2848,0,0,0,1861272556,1028647338,369943411,1955866166,349334269,9448868,5815800,1,831328075,1669945,5,57,57,56,59
1862000,2848,4,0,0,1861685350,1077588323,477572204,1782307007,295311873,9912033,7148950,1,770317826,2918720,6,57,57,56,59
1862000,2848,2,0,0,1861268315,1046154178,336687043,2214193030,406627144,5476630,6601992,0,1055815375,2038322,7,57,57,56,59
1862000,2848,2,0,0,1861464908,1040808681,370883538,1985140614,346712214,9361135,21598848,1,862564101,1114782,8,57,57,56,59
1862000,2848,2,0,0,1860696798,1063969688,428059480,1828333911,318123811,9253869,7465767,0,770947530,2790161,9,57,57,57,59
1862000,2836,4,0,0,1862246806,1069210988,357428488,2232519779,378974776,5451245,3383126,2,1066914355,2129642,10,57,56,57,59
3060000,2836,2,0,0,3282173462,1910763273,789455822,3186046782,546818568,15112102,31511535,6434,1437662969,2118037,1,57,56,57,59
3060000,2986,2,0,775,3240200246,1808575821,580739435,3736959868,660419371,11277624,7988078,3401,1656054534,2587805,2,63,62,57,70
3060000,2986,2,0,29,3270521454,1872184826,733236861,3294309527,581974455,15858065,27669840,5663,1479389764,1889632,3,63,62,59,70
3060000,2986,4,0,256,3269641462,1872788256,704371697,3563892822,625554844,11411741,8944358,5765,1618084017,3050222,4,65,61,61,70
3060000,2986,2,0,0,3263142333,1941038477,882371458,3054387384,508163086,15471766,26169459,5297,1357927809,2390375,5,65,61,61,70
3060000,2986,2,0,3493,3267888975,1860267335,651984215,3656575561,636641821,11148318,8098025,5511,1607918648,2617359,6,62,62,60,72
3060000,2986,2,0,0,3290266463,1859086683,684499430,3321909256,588338945,16732828,23665418,6464,1508991407,1829729,7,62,62,60,72
3060000,2986,4,0,386,3259065799,1881372861,703398814,3639236342,608042918,10453577,8141688,16448,1573289290,3566678,8,63,63,60,72
3060000,2986,2,0,9,3267087310,1888995024,761963607,3220726294,574677136,15989445,25295840,5304,1466283539,1824554,9,63,63,60,72
3060000,3000,2,0,0,3266478455,1845003491,785821567,3243820681,565927016,16781668,16138096,5310,1377316314,2571734,10,66,63,64,71
